assembly_id_simp,Contig_number
GCA_001571725,63
GCA_002007705,1
GCA_001677875,145
GCA_001678965,2
GCA_001566635,4
GCA_000782675,139
GCA_002270165,111
GCA_001618365,3
GCA_001607755,136
GCA_001509745,206
GCA_001285185,74
GCA_002244515,9
GCA_001614725,57
GCA_001062415,200
GCA_002206965,162
GCA_001485455,8
GCA_002152025,13
GCA_002244295,14
GCA_000974825,1
GCA_000781295,65
GCA_002166285,209
GCA_002012065,3
GCA_001559655,2
GCA_002152015,21
GCA_001281725,181
GCA_001576435,118
GCA_001077865,51
GCA_002164985,130
GCA_001030305,12
GCA_001509715,216
GCA_001615695,84
GCA_000782175,96
GCA_001280325,4
GCA_000782615,76
GCA_001607435,85
GCA_000778585,117
GCA_001606855,75
GCA_001742625,97
GCA_002109645,15
GCA_001606465,62
GCA_000780335,106
GCA_000778935,79
GCA_001607225,156
GCA_001615785,116
GCA_001907935,70
GCA_000781095,125
GCA_001286665,79
GCA_001286645,167
GCA_001309645,191
GCA_002310635,2
GCA_002164595,5
GCA_000781435,50
GCA_001563385,197
GCA_001677565,117
GCA_001607365,94
GCA_002090355,1
GCA_000978845,2
GCA_001413605,240
GCA_001890365,3
GCA_001575305,87
GCA_002166685,256
GCA_001562345,99
GCA_001997065,99
GCA_000779835,85
GCA_002286455,224
GCA_001575595,76
GCA_002246495,68
GCA_002166235,161
GCA_001056025,227
GCA_001990865,178
GCA_002087695,6
GCA_001894075,143
GCA_001677705,143
GCA_001614695,55
GCA_002058765,1
GCA_002245165,11
GCA_001860505,1
GCA_001900375,1
GCA_001650295,1
GCA_002243815,11
GCA_002110025,52
GCA_001742555,117
GCA_000965555,206
GCA_002109815,51
GCA_000781075,54
GCA_002109725,28
GCA_001606835,63
GCA_000779025,122
GCA_001606385,188
GCA_002317755,137
GCA_001753505,2
GCA_001571575,89
GCA_001575855,66
GCA_001615675,72
GCA_002310715,3
GCA_001612475,2
GCA_000780775,88
GCA_002244845,26
GCA_001285545,133
GCA_001262785,137
GCA_001277775,128
GCA_001742665,109
GCA_001660585,3
GCA_001970075,137
GCA_002244385,19
GCA_002109745,36
GCA_001030515,10
GCA_001030635,13
GCA_001607445,162
GCA_001894635,85
GCA_001307215,3
GCA_001721225,4
GCA_002244545,13
GCA_002027685,176
GCA_002166465,176
GCA_002109575,57
GCA_000781515,108
GCA_001608205,157
GCA_002244995,23
GCA_001043215,2
GCA_001039415,1
GCA_002244965,18
GCA_002244245,8
GCA_002055605,1
GCA_002207145,71
GCA_000782335,165
GCA_001606985,244
GCA_001607095,247
GCA_001309965,182
GCA_001615915,96
GCA_000829985,4
GCA_001651715,199
GCA_001030445,18
GCA_001030355,12
GCA_001723505,1
GCA_002166035,231
GCA_000780845,66
GCA_002012265,4
GCA_002243895,18
GCA_001285965,194
GCA_001563715,19
GCA_002223565,162
GCA_001283205,225
GCA_002244665,10
GCA_000780255,97
GCA_001509655,204
GCA_000782555,83
GCA_001901085,5
GCA_002234555,1
GCA_002317655,115
GCA_001039225,29
GCA_001901545,8
GCA_002109925,36
GCA_001284245,89
GCA_001901025,3
GCA_002244375,22
GCA_001575775,131
GCA_001283385,225
GCA_000978815,3
GCA_000779055,26
GCA_000781875,122
GCA_000778765,91
GCA_000833145,1
GCA_002208865,3
GCA_001309825,221
GCA_001932515,1
GCA_000782195,113
GCA_000800215,1
GCA_000806245,137
GCA_000952955,1
GCA_002165995,266
GCA_001606355,170
GCA_001281915,209
GCA_001280385,2
GCA_002245175,11
GCA_002087575,11
GCA_001509665,210
GCA_000780295,172
GCA_001030595,11
GCA_001030665,7
GCA_001285005,130
GCA_001616655,80
GCA_002157245,2
GCA_000781455,44
GCA_002012025,5
GCA_002207405,200
GCA_002092895,149
GCA_000965665,306
GCA_001575375,108
GCA_001892935,206
GCA_002110265,80
GCA_001693635,6
GCA_001891375,289
GCA_002310615,2
GCA_001900795,4
GCA_001885555,111
GCA_002144095,124
GCA_000782535,86
GCA_002245005,16
GCA_000780115,92
GCA_001513635,3
GCA_002269325,3
GCA_001571845,223
GCA_000781555,65
GCA_001021615,1
GCA_001900635,3
GCA_001742545,162
GCA_000816865,61
GCA_001865195,42
GCA_001970095,73
GCA_002244655,12
GCA_001607765,70
GCA_001007915,3
GCA_001607255,231
GCA_001571755,74
GCA_001886935,1
GCA_001683575,89
GCA_001900815,2
GCA_002110275,40
GCA_001309735,165
GCA_000819645,4
GCA_001286625,223
GCA_002110005,50
GCA_001309815,210
GCA_000801165,2
GCA_001297985,180
GCA_002110145,47
GCA_002196035,113
GCA_001900615,3
GCA_001653555,110
GCA_002244475,13
GCA_001606625,161
GCA_002220215,1
GCA_002207365,107
GCA_001678925,1
GCA_000782015,94
GCA_001571745,61
GCA_000780215,108
GCA_001309675,158
GCA_001183645,1
GCA_001652805,62
GCA_001056845,57
GCA_001282035,203
GCA_002180215,3
GCA_002244815,4
GCA_002087565,10
GCA_000971615,2
GCA_002166625,149
GCA_001608235,75
GCA_001309805,213
GCA_001575995,94
GCA_001900945,1
GCA_002164955,171
GCA_002244785,12
GCA_001575285,131
GCA_001277655,188
GCA_001575455,68
GCA_001285645,84
GCA_002244045,13
GCA_001286705,282
GCA_001575465,70
GCA_000782275,97
GCA_001575675,133
GCA_001576305,70
GCA_001562335,89
GCA_002243975,19
GCA_001309775,185
GCA_001608105,171
GCA_001900715,5
GCA_002163695,1
GCA_002441995,89
GCA_000781045,101
GCA_002087635,7
GCA_002164935,75
GCA_000780655,76
GCA_000778965,96
GCA_001735705,2
GCA_001575385,69
GCA_001576495,73
GCA_002024865,1
GCA_001575555,80
GCA_001039155,34
GCA_002244355,3
GCA_002244065,29
GCA_001816315,133
GCA_001901365,4
GCA_002027645,174
GCA_001865895,4
GCA_001282065,252
GCA_001030625,16
GCA_001281685,186
GCA_001609855,260
GCA_001059155,146
GCA_001542545,1
GCA_001513615,2
GCA_001054175,115
GCA_000782035,53
GCA_002180195,2
GCA_002109805,100
GCA_002087615,14
GCA_001576385,53
GCA_001442495,1
GCA_002166705,247
GCA_002317635,106
GCA_001607675,207
GCA_000781035,71
GCA_000782695,80
GCA_001900675,3
GCA_001285925,196
GCA_001039135,39
GCA_001571645,90
GCA_001012015,216
GCA_001651625,173
GCA_000988355,1
GCA_002144165,215
GCA_001285225,179
GCA_000782475,101
GCA_001576175,95
GCA_000779745,114
GCA_001615805,109
GCA_001285625,110
GCA_002302315,3
GCA_001616055,94
GCA_000974505,1
GCA_001683585,57
GCA_001608015,287
GCA_002110115,81
GCA_000974865,1
GCA_000778745,99
GCA_001893165,152
GCA_001609265,94
GCA_000782495,67
GCA_001606475,84
GCA_000779125,131
GCA_002286535,205
GCA_001891295,162
GCA_001677535,126
GCA_000781835,86
GCA_000780795,101
GCA_001402805,91
GCA_002109965,29
GCA_001562375,98
GCA_000782235,33
GCA_002087535,23
GCA_002290225,1
GCA_001575885,64
GCA_000782775,106
GCA_001750845,5
GCA_001515725,1
GCA_001030435,15
GCA_002310595,3
GCA_001616895,106
GCA_000780275,74
GCA_000974465,1
GCA_002144105,132
GCA_002223965,69
GCA_002152075,8
GCA_002087985,63
GCA_001308125,1
GCA_002310675,6
GCA_000780925,109
GCA_002249955,2
GCA_001683595,48
GCA_002244425,8
GCA_002206745,76
GCA_000782215,36
GCA_002152215,6
GCA_001309685,218
GCA_002012205,4
GCA_002244415,36
GCA_001191315,131
GCA_001878695,1
GCA_001281775,188
GCA_000779265,118
GCA_001614645,68
GCA_001900355,1
GCA_002244035,4
GCA_002302335,4
GCA_002011965,5
GCA_001559635,1
GCA_001900535,3
GCA_001677635,116
GCA_001283345,60
GCA_001900455,1
GCA_000779475,81
GCA_002244575,7
GCA_001575755,51
GCA_001469815,2
GCA_002442095,82
GCA_002012105,4
GCA_001901125,6
GCA_000782635,107
GCA_000780735,72
GCA_002087735,9
GCA_000780815,92
GCA_002289425,129
GCA_002104225,87
GCA_001284425,122
GCA_002223415,125
GCA_001865975,101
GCA_001608265,194
GCA_000780595,103
GCA_001285325,215
GCA_001607715,166
GCA_002286515,219
GCA_002223855,72
GCA_002078275,1
GCA_001455405,1
GCA_000780015,85
GCA_001509735,197
GCA_002166095,223
GCA_001262905,109
GCA_000781175,102
GCA_000780965,151
GCA_002222945,102
GCA_002110045,36
GCA_000806275,99
GCA_001030555,14
GCA_001052125,154
GCA_002012145,3
GCA_002310695,5
GCA_000827105,1
GCA_001284825,181
GCA_002087945,80
GCA_001892485,528
GCA_001886555,6
GCA_002223735,115
GCA_001576035,73
GCA_002110105,51
GCA_000779915,76
GCA_001607015,254
GCA_001283165,89
GCA_000965705,237
GCA_000806195,177
GCA_001575785,142
GCA_002180055,3
GCA_001563395,136
GCA_001881595,111
GCA_002057245,1
GCA_001052705,126
GCA_001056665,193
GCA_002154035,160
GCA_002207185,99
GCA_001562765,86
GCA_001281985,202
GCA_002166275,192
GCA_000931565,7
GCA_001900575,3
GCA_002166345,145
GCA_001284145,137
GCA_002244335,5
GCA_002223475,112
GCA_001575795,79
GCA_000968515,10
GCA_002220265,3
GCA_000780915,40
GCA_000782515,95
GCA_002244595,11
GCA_001893845,109
GCA_001640145,97
GCA_001285305,140
GCA_002109615,90
GCA_001284165,128
GCA_002153005,19
GCA_001806265,2
GCA_001606815,252
GCA_001816295,131
GCA_001721125,1
GCA_001575705,69
GCA_001576505,79
GCA_001894325,124
GCA_002224025,139
GCA_001576135,64
GCA_001284345,177
GCA_000965655,222
GCA_001057125,250
GCA_002243745,6
GCA_001900925,1
GCA_002222905,101
GCA_001614775,77
GCA_002207465,237
GCA_002317645,121
GCA_000781335,88
GCA_002118095,1
GCA_001550005,169
GCA_002270115,112
GCA_002251815,21
GCA_000780355,102
GCA_000779635,58
GCA_001576105,63
GCA_001816285,137
GCA_001705405,2
GCA_000806265,150
GCA_002012005,3
GCA_001421045,152
GCA_001283785,102
GCA_001286585,122
GCA_001039145,27
GCA_001616015,120
GCA_001651925,2
GCA_002244695,5
GCA_000781375,108
GCA_001900595,3
GCA_000965625,120
GCA_001592545,1229
GCA_000781735,80
GCA_000778915,152
GCA_001286265,121
GCA_001616715,66
GCA_001806285,2
GCA_002110085,62
GCA_000781605,132
GCA_001285205,152
GCA_000780375,125
GCA_001616955,54
GCA_000779215,65
GCA_001575435,101
GCA_001297975,165
GCA_001056815,94
GCA_000965545,210
GCA_001909105,133
GCA_001675145,3
GCA_001283545,213
GCA_002290265,1
GCA_000780875,74
GCA_002207585,217
GCA_001894685,265
GCA_001277635,219
GCA_002223715,148
GCA_002193095,2
GCA_000781675,137
GCA_001742465,103
GCA_001742655,105
GCA_001281995,193
GCA_001308065,1
GCA_001645245,3
GCA_002244915,9
GCA_002244095,10
GCA_001753545,2
GCA_000779255,85
GCA_001890245,2
GCA_001575915,64
GCA_002012245,5
GCA_001901315,2
GCA_000974885,1
GCA_001030325,17
GCA_002012085,8
GCA_001281925,204
GCA_000780575,141
GCA_002166125,196
GCA_001284985,108
GCA_002244315,3
GCA_001651635,71
GCA_002244945,16
GCA_001559675,2
GCA_001021595,1
GCA_000778705,110
GCA_001286125,82
GCA_001601655,101
GCA_000782135,97
GCA_001607075,216
GCA_002442025,109
GCA_001286045,225
GCA_002277075,65
GCA_001900475,1
GCA_001285605,183
GCA_002166135,167
GCA_000781215,66
GCA_002110165,44
GCA_001575295,97
GCA_002237305,1
GCA_001893465,98
GCA_002109765,58
GCA_000781635,143
GCA_001263065,102
GCA_001893685,161
GCA_001021005,1
GCA_002166455,155
GCA_001894715,152
GCA_001865925,53
GCA_001191525,172
GCA_001281965,210
GCA_001030675,9
GCA_002109685,35
GCA_000779175,88
GCA_001021635,4
GCA_001997405,254
GCA_002165925,206
GCA_002317725,108
GCA_000778955,83
GCA_001663075,1
GCA_001053065,94
GCA_001939185,6
GCA_002079225,1
GCA_001281855,201
GCA_001990935,219
GCA_002243845,7
GCA_001901465,1
GCA_000801205,1
GCA_001900315,1
GCA_001030405,2
GCA_001285365,111
GCA_001077935,48
GCA_002007165,121
GCA_000781355,86
GCA_000778895,102
GCA_001682305,1
GCA_002247995,14
GCA_001891795,185
GCA_000833635,1
GCA_001012505,174
GCA_001644745,2
GCA_001576095,117
GCA_001901425,2
GCA_001900695,2
GCA_002164865,8
GCA_001576155,83
GCA_002152065,12
GCA_002163295,19
GCA_001616515,51
GCA_000781485,163
GCA_001891945,242
GCA_001284645,95
GCA_001592505,1159
GCA_002027605,169
GCA_000782095,107
GCA_001894625,210
GCA_000780315,43
GCA_001308165,1
GCA_001030485,5
GCA_001283625,81
GCA_001277475,168
GCA_001285985,205
GCA_002223555,98
GCA_001901045,3
GCA_001286485,44
GCA_001677555,151
GCA_001309895,205
GCA_002080495,13
GCA_002110185,26
GCA_000780155,76
GCA_002237325,1
GCA_002206925,110
GCA_001990965,291
GCA_001606445,170
GCA_001607455,214
GCA_001575395,94
GCA_001420935,3
GCA_001575635,99
GCA_001606915,132
GCA_002152225,11
GCA_000781315,70
GCA_000782755,118
GCA_001890205,2
GCA_000812645,125
GCA_002244165,6
GCA_001575545,129
GCA_002245015,16
GCA_001058935,106
GCA_001651965,3
GCA_001283685,104
GCA_002207385,201
GCA_002152255,6
GCA_001900395,1
GCA_002244835,6
GCA_002244275,8
GCA_000779695,99
GCA_001608155,158
GCA_001893705,157
GCA_001607295,85
GCA_001571595,108
GCA_001283985,74
GCA_002144185,220
GCA_000782395,160
GCA_001282025,285
GCA_001900965,1
GCA_000779075,118
GCA_002206825,158
GCA_001677725,135
GCA_001606615,120
GCA_001285085,111
GCA_001055685,211
GCA_001606695,155
GCA_001030345,5
GCA_001894245,199
GCA_002207045,241
GCA_002163275,9
GCA_001064885,119
GCA_001886575,6
GCA_001886755,6
GCA_000779935,104
GCA_002164975,5
GCA_000779515,53
GCA_001012445,191
GCA_002207105,134
GCA_001994955,403
GCA_001693315,2
GCA_001893775,116
GCA_002243915,14
GCA_000779295,58
GCA_001183665,1
GCA_001606725,203
GCA_002244195,8
GCA_001063395,127
GCA_002243835,15
GCA_000781575,61
GCA_001183685,1
GCA_002165955,219
GCA_001753445,2
GCA_001607205,278
GCA_002244775,15
GCA_002970995,41
GCA_002971775,60
GCA_003009435,110
GCA_003112165,3
GCA_003112205,4
GCA_003357345,181
GCA_002765715,298
GCA_003358185,183
GCA_003303545,157
GCA_002953035,1
GCA_002971255,86
GCA_002859105,3
GCA_002941765,129
GCA_003009725,123
GCA_003318375,215
GCA_002735065,289
GCA_002971435,57
GCA_003018575,2
GCA_003357365,158
GCA_002766015,390
GCA_003291385,135
GCA_002941225,141
GCA_003019175,2
GCA_002855695,125
GCA_002923655,285
GCA_003303855,100
GCA_003290205,4
GCA_003293125,151
GCA_003291515,123
GCA_003017935,2
GCA_003030025,3
GCA_002634895,5
GCA_002770355,351
GCA_002764215,299
GCA_003009035,181
GCA_003123565,202
GCA_002768755,364
GCA_003813145,6
GCA_002734925,311
GCA_003307135,226
GCA_003571665,3
GCA_002973415,89
GCA_002766595,337
GCA_003073875,4
GCA_002927665,194
GCA_003291255,85
GCA_003018115,2
GCA_002973395,77
GCA_002765335,301
GCA_003095635,1
GCA_002769115,300
GCA_003017805,3
GCA_003357965,195
GCA_002971795,87
GCA_003018335,3
GCA_003018035,2
GCA_002971835,80
GCA_003344465,6
GCA_003024395,125
GCA_003546975,3
GCA_002765355,308
GCA_003304545,139
GCA_003018995,1
GCA_003730515,49
GCA_003293415,137
GCA_003043915,1
GCA_003018455,3
GCA_003292305,163
GCA_002941425,128
GCA_003290945,110
GCA_003357945,56
GCA_003686845,160
GCA_003304785,102
GCA_002953075,1
GCA_002573305,138
GCA_002951755,3
GCA_002972015,131
GCA_002769515,317
GCA_002924105,325
GCA_003303655,169
GCA_002765595,321
GCA_003243565,124
GCA_002861265,70
GCA_002765695,333
GCA_003186665,155
GCA_003301515,140
GCA_002770315,298
GCA_002972815,155
GCA_002972655,140
GCA_002768285,312
GCA_002766495,318
GCA_003018295,3
GCA_002766275,355
GCA_002899475,1
GCA_003293445,274
GCA_003346855,12
GCA_002766355,302
GCA_003338405,93
GCA_003301475,47
GCA_002972955,113
GCA_003300975,32
GCA_002973335,88
GCA_002764775,371
GCA_003399895,2
GCA_002442195,139
GCA_002923615,298
GCA_003018415,4
GCA_002971355,156
GCA_002766195,327
GCA_003018215,2
GCA_003307035,193
GCA_002764155,6
GCA_003586045,4
GCA_002971315,84
GCA_003073955,2
GCA_002770435,350
GCA_002769155,239
GCA_003290835,134
GCA_002765735,312
GCA_002941785,152
GCA_002769695,346
GCA_002765295,276
GCA_002734885,343
GCA_002811725,223
GCA_003304775,278
GCA_002741495,3
GCA_002870165,3
GCA_003176855,3
GCA_003143575,206
GCA_002951675,2
GCA_003338805,243
GCA_003570765,2
GCA_003856575,5
GCA_003303045,166
GCA_002972735,151
GCA_003112185,2
GCA_003292915,139
GCA_002768195,265
GCA_002766555,346
GCA_003307155,265
GCA_003358995,175
GCA_002853965,4
GCA_003018475,2
GCA_002844165,2
GCA_003730705,65
GCA_002971335,140
GCA_003302435,193
GCA_003024375,124
GCA_003073815,6
GCA_002770155,317
GCA_003243635,169
GCA_002806745,5
GCA_003290525,133
GCA_002767015,275
GCA_002810125,102
GCA_002573465,136
GCA_002966755,1
GCA_002863885,3
GCA_003358935,133
GCA_002930405,211
GCA_003358415,97
GCA_002972595,65
GCA_002741515,3
GCA_003290775,121
GCA_002765235,344
GCA_003357295,159
GCA_002769855,363
GCA_003427625,83
GCA_002764435,286
GCA_002764475,272
GCA_002741235,3
GCA_002766575,311
GCA_002764975,326
GCA_002941245,140
GCA_003018795,3
GCA_003024295,127
GCA_003795615,125
GCA_002972935,57
GCA_002764355,331
GCA_002764235,255
GCA_003850625,133
GCA_003591375,189
GCA_003018855,3
GCA_002765315,281
GCA_002971705,121
GCA_003123115,56
GCA_003301845,111
GCA_002855615,128
GCA_003307175,225
GCA_002763515,3
GCA_003018915,2
GCA_002769895,363
GCA_002768015,281
GCA_003304905,163
GCA_002972695,176
GCA_002972445,56
GCA_002530715,108
GCA_002879975,1
GCA_002953055,1
GCA_003795465,72
GCA_002999075,4
GCA_002764375,341
GCA_002765655,364
GCA_003302345,116
GCA_002768815,337
GCA_002973295,66
GCA_003358875,127
GCA_002763995,3
GCA_003243585,161
GCA_002972115,99
GCA_002766295,331
GCA_002769735,362
GCA_003357435,104
GCA_003301675,121
GCA_002952955,1
GCA_003017555,3
GCA_003591595,1
GCA_003051985,4
GCA_002741475,4
GCA_003368425,8
GCA_003470505,109
GCA_002768715,376
GCA_003293175,116
GCA_003009715,272
GCA_002971645,154
GCA_003850645,170
GCA_002967885,2
GCA_003290695,135
GCA_002923555,312
GCA_003686925,53
GCA_003018875,6
GCA_003303985,150
GCA_002923985,273
GCA_002788115,4
GCA_002971455,47
GCA_003018255,2
GCA_002767875,254
GCA_003722195,1
GCA_003304915,108
GCA_003018715,4
GCA_002770135,336
GCA_002953015,1
GCA_003291585,134
GCA_003291435,111
GCA_003301945,139
GCA_003291905,98
GCA_002952995,1
GCA_002765195,354
GCA_003358305,97
GCA_003018775,2
GCA_002968735,6
GCA_003413625,6
GCA_003024275,23
GCA_002767095,284
GCA_002765635,283
GCA_002734585,288
GCA_002768075,322
GCA_003357385,216
GCA_003261145,120
GCA_003018535,4
GCA_002768315,277
GCA_002971415,156
GCA_003358565,81
GCA_003300855,58
GCA_002735165,362
GCA_003290785,90
GCA_002766515,353
GCA_002734805,280
GCA_002734705,313
GCA_002770195,302
GCA_003304835,141
GCA_003627855,3
GCA_002735125,225
GCA_003427645,96
GCA_003719695,114
GCA_003399845,1
GCA_003268695,5
GCA_003143585,214
GCA_002769415,232
GCA_002741295,3
GCA_002924005,309
GCA_003308975,3
GCA_003291815,84
GCA_003019115,2
GCA_002812685,3
GCA_002768635,328
GCA_003336995,184
GCA_003302225,130
GCA_002979635,82
GCA_002767335,321
GCA_003795515,103
GCA_003357985,182
GCA_003358795,151
GCA_002765375,332
GCA_002770055,365
GCA_003292215,184
GCA_003304865,187
GCA_003470915,94
GCA_002741215,2
GCA_002442405,82
GCA_002972875,165
GCA_002766215,299
GCA_003076395,4
GCA_003302825,147
GCA_002924145,292
GCA_003302215,152
GCA_003019095,1
GCA_003731595,85
GCA_002769075,298
GCA_002944935,4
GCA_002971615,88
GCA_002844685,2
GCA_003358485,102
GCA_002953835,1
GCA_002930365,84
GCA_002573555,105
GCA_002923895,320
GCA_003018275,3
GCA_002923495,240
GCA_003301995,181
GCA_002765775,334
GCA_003017375,2
GCA_002996945,4
GCA_002741155,4
GCA_003030245,4
GCA_002810025,63
GCA_002765095,341
GCA_002810035,139
GCA_003194345,4
GCA_003019035,2
GCA_002971735,101
GCA_002769935,374
GCA_003432305,1
GCA_003291655,135
GCA_002924025,276
GCA_002768775,355
GCA_002941305,173
GCA_002971895,47
GCA_002951655,12
GCA_003024305,33
GCA_003304155,96
GCA_002767825,284
GCA_003291945,92
GCA_002796585,2
GCA_002941825,119
GCA_002971035,64
GCA_002766755,260
GCA_002952855,1
GCA_003015325,4
GCA_003018495,2
GCA_003357865,131
GCA_002967955,2
GCA_002765575,309
GCA_003428045,143
GCA_003028755,1
GCA_003731535,79
GCA_003018135,2
GCA_003368385,7
GCA_002972635,181
GCA_002764575,354
GCA_002768995,335
GCA_003194265,7
GCA_003008745,202
GCA_003357195,183
GCA_003293565,148
GCA_002768735,353
GCA_003302375,140
GCA_002770335,298
GCA_002769015,300
GCA_003024355,31
GCA_003307075,221
GCA_002767035,289
GCA_003795485,93
GCA_002972795,272
GCA_002971955,100
GCA_003303615,223
GCA_003591325,148
GCA_003291415,88
GCA_002767675,299
GCA_002767935,310
GCA_003427795,86
GCA_002770115,359
GCA_002899515,1
GCA_002735185,309
GCA_002764535,318
GCA_003336405,7
GCA_002786655,4
GCA_002769355,330
GCA_002855415,3
GCA_002971975,48
GCA_002971175,79
GCA_003357325,136
GCA_002734645,250
GCA_003357805,193
GCA_003357405,142
GCA_002972505,48
GCA_002768935,272
GCA_002766535,298
GCA_002765675,328
GCA_002770395,336
GCA_002887535,92
GCA_002768555,250
GCA_003293185,110
GCA_002951715,6
GCA_002741335,3
GCA_002924185,347
GCA_002972095,45
GCA_002993265,1
GCA_003291355,126
GCA_002972295,91
GCA_002749835,101
GCA_002953775,1
GCA_002765875,410
GCA_002804345,3
GCA_003357585,71
GCA_002764595,307
GCA_002924205,292
GCA_002934025,1
GCA_002767435,277
GCA_002764195,252
GCA_003052645,1
GCA_002879795,108
GCA_003730445,82
GCA_002770175,269
GCA_003569885,80
GCA_002967855,2
GCA_002768415,324
GCA_002741595,4
GCA_003028715,1
GCA_003301575,111
GCA_003302785,113
GCA_002923475,286
GCA_003357255,134
GCA_002767155,302
GCA_002941485,103
GCA_003337145,67
GCA_002953755,1
GCA_002761835,1
GCA_003301615,97
GCA_002952875,1
GCA_003399795,2
GCA_002764255,335
GCA_002971875,51
GCA_003028795,1
GCA_003243675,201
GCA_002928595,90
GCA_003304485,179
GCA_003302005,150
GCA_002766095,338
GCA_003358035,106
GCA_003018935,2
GCA_002573325,119
GCA_002765415,316
GCA_002972245,188
GCA_003358175,139
GCA_002769395,283
GCA_002924165,306
GCA_003427585,164
GCA_002767215,299
GCA_002769815,345
GCA_003386035,70
GCA_002734545,320
GCA_002893905,3
GCA_003028695,1
GCA_003254065,6
GCA_002770275,335
GCA_002770295,325
GCA_002952695,1
GCA_003303445,79
GCA_002941885,120
GCA_003290855,142
GCA_003290935,98
GCA_002767505,257
GCA_002764875,300
GCA_002863845,3
GCA_003290575,113
GCA_003292635,138
GCA_002768165,299
GCA_002973195,200
GCA_003358835,92
GCA_003243605,164
GCA_002769435,376
GCA_002953895,1
GCA_003357245,141
GCA_002972195,45
GCA_003019155,2
GCA_003795545,89
GCA_002953095,1
GCA_002930325,193
GCA_003030365,2
GCA_002766375,313
GCA_002764395,322
GCA_002769335,309
GCA_003304675,161
GCA_003355175,3
GCA_002764835,345
GCA_003018315,3
GCA_002806795,3
GCA_002855635,173
GCA_002741255,3
GCA_002734765,351
GCA_002769975,307
GCA_003303775,75
GCA_002806825,5
GCA_002769635,356
GCA_002959225,125
GCA_002768895,327
GCA_003304595,121
GCA_002766795,195
GCA_002764855,325
GCA_002734825,379
GCA_003357845,183
GCA_002953455,4
GCA_003302575,196
GCA_002765975,320
GCA_002769475,327
GCA_002923595,370
GCA_002769455,331
GCA_002734205,120
GCA_003427565,82
GCA_002941855,103
GCA_002766115,347
GCA_003602345,189
GCA_003627195,1
GCA_003307235,226
GCA_003287245,1
GCA_002971855,121
GCA_002945135,9
GCA_003337825,166
GCA_002764715,324
GCA_003111785,5
GCA_003303905,99
GCA_002765275,302
GCA_002971005,49
GCA_002971095,67
GCA_002769915,290
GCA_002899495,1
GCA_002980055,81
GCA_003243655,170
GCA_002966145,1
GCA_003291695,108
GCA_003427815,113
GCA_003304815,115
GCA_002765995,383
GCA_002973075,185
GCA_003292595,143
GCA_002764555,281
GCA_003358225,90
GCA_003358095,109
GCA_002766735,260
GCA_003112245,3
GCA_002973275,141
GCA_002863665,4
GCA_002765075,377
GCA_002766835,270
GCA_003357285,179
GCA_003018735,3
GCA_002765615,401
GCA_002766815,252
GCA_002971915,65
GCA_002734985,262
GCA_002766075,404
GCA_003357725,200
GCA_003303675,143
GCA_003052625,2
GCA_002764815,333
GCA_003386045,70
GCA_002923635,351
GCA_003357905,182
GCA_002735205,316
GCA_002764275,271
GCA_003358725,84
GCA_003292235,111
GCA_002810085,112
GCA_003291895,121
GCA_003290875,139
GCA_003464415,127
GCA_002716885,3
GCA_002766455,319
GCA_003352325,1
GCA_002952935,1
GCA_003399775,4
GCA_002767235,267
GCA_003410275,2
GCA_002735145,287
GCA_002769295,313
GCA_002923535,364
GCA_003665515,1
GCA_002812545,1
GCA_003439545,184
GCA_002443135,1
GCA_002769055,321
GCA_003358975,91
GCA_002770415,299
GCA_002769575,319
GCA_003291935,86
GCA_003856635,6
GCA_003293555,167
GCA_003206175,109
GCA_003290625,173
GCA_002973235,169
GCA_003703795,3
GCA_003687125,121
GCA_002848225,1
GCA_003018655,1
GCA_003017615,2
GCA_002854065,8
GCA_002941365,116
GCA_002587005,2
GCA_003292065,112
GCA_003571785,5
GCA_002741195,6
GCA_002769375,311
GCA_002741555,2
GCA_003358715,178
GCA_002767275,284
GCA_002741535,4
GCA_003303955,122
GCA_002968935,3
GCA_002766135,340
GCA_003292485,155
GCA_002767405,283
GCA_002924225,248
GCA_002810185,37
GCA_003357745,78
GCA_003018395,4
GCA_002925525,7
GCA_002442335,44
GCA_002923695,306
GCA_002768675,307
GCA_002930375,237
GCA_003358085,124
GCA_002734605,227
GCA_002770515,272
GCA_002928655,73
GCA_003028775,1
GCA_003243535,144
GCA_003318865,211
GCA_002764015,3
GCA_003013205,2
GCA_002972845,244
GCA_003307115,232
GCA_003052665,1
GCA_003291315,88
GCA_002996665,5
GCA_003303105,167
GCA_002885725,204
GCA_002768535,313
GCA_003243685,173
GCA_002923675,286
GCA_002734845,353
GCA_002764995,330
GCA_002971055,126
GCA_002924125,369
GCA_003058425,174
GCA_002972395,88
GCA_003018075,2
GCA_002766775,300
GCA_002972475,96
GCA_002967975,2
GCA_002766715,306
GCA_003019055,3
GCA_002734865,352
GCA_003357825,189
GCA_002810045,54
GCA_003731035,89
GCA_003086215,132
GCA_002973315,239
GCA_003443795,2
GCA_002788295,4
GCA_002768445,285
GCA_003368435,6
GCA_002735005,281
GCA_002923945,285
GCA_003306995,249
GCA_002764615,358
GCA_003292995,161
GCA_002941455,121
GCA_002768655,304
GCA_003571825,3
GCA_003304335,138
GCA_003009145,127
GCA_002765895,375
GCA_002770095,311
GCA_002973135,217
GCA_003009015,105
GCA_002764895,316
